gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,unique_id
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2014J_649905
F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_649962
F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_650050
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2014J_650114
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_650161
F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014J_650247
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014J_650269
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J_650371
F,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,BBB_2014J_650433
F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,BBB_2014J_650517
F,London Region,HE Qualification,10-20,0-35,0,180,N,Pass,BBB_2014J_650531
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_650548
F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_650565
F,West Midlands Region,No Formal quals,10-20,0-35,0,60,N,Pass,BBB_2014J_650606
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_650797
F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_650953
F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_650958
F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_650979
F,Wales,HE Qualification,80-90%,0-35,0,90,N,Pass,BBB_2014J_651008
F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_651027
F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2014J_651065
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB_2014J_651087
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_651148
F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2014J_651177
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_651209
F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_651257
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2014J_651278
F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2014J_651324
F,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,Pass,BBB_2014J_651359
F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Fail,BBB_2014J_651394
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,BBB_2014J_651415
F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,BBB_2014J_651429
F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,BBB_2014J_651544
M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2014J_651605
F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_651655
F,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,BBB_2014J_651659
F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2014J_651678
M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Pass,BBB_2014J_651775
M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_651778
F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_651863
F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_651883
F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,BBB_2014J_651925
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2014J_651939
F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_651979
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,BBB_2014J_651980
F,Wales,HE Qualification,40-50%,0-35,0,120,N,Pass,BBB_2014J_651991
M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,BBB_2014J_652044
F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2014J_652090
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_652105
F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB_2014J_652114
F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Pass,BBB_2014J_652149
M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,BBB_2014J_652156
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,BBB_2014J_652158
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_652226
M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2014J_652288
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_652390
F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2014J_652522
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_652553
F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2014J_652556
F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_652572
F,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB_2014J_652586
F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Pass,BBB_2014J_652605
F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014J_652818
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_652851
M,South Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass,BBB_2014J_652886
F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2014J_652969
F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,BBB_2014J_653027
F,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,BBB_2014J_653052
F,Scotland,Lower Than A Level,40-50%,0-35,0,60,Y,Fail,BBB_2014J_653059
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,BBB_2014J_653068
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass,BBB_2014J_653086
F,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_653188
F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_653239
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,240,N,Pass,BBB_2014J_653240
M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_653262
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014J_653465
F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,BBB_2014J_653577
F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,BBB_2014J_653597
F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,BBB_2014J_653664
F,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_653702
F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,BBB_2014J_653752
F,South West Region,Lower Than A Level,,0-35,0,60,N,Fail,BBB_2014J_653762
F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_653840
F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2014J_653870
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,BBB_2014J_653944
F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Fail,BBB_2014J_653951
F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_653958
F,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014J_654005
F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,180,N,Pass,BBB_2014J_654043
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,BBB_2014J_654206
F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_654404
M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,BBB_2014J_654415
F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014J_654524
F,Scotland,HE Qualification,0-10%,35-55,0,60,N,Fail,BBB_2014J_654545
F,London Region,HE Qualification,20-30%,0-35,0,120,N,Fail,BBB_2014J_654585
F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2014J_654657
F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,BBB_2014J_654856
F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014J_655084
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_655086
F,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,BBB_2014J_655296
M,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014J_655314
F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2014J_655342
F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_655460
F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_655471
F,Ireland,HE Qualification,,35-55,0,60,N,Pass,BBB_2014J_655546
F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Pass,BBB_2014J_655547
F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_655572
F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_655605
F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,BBB_2014J_655613
M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_655662
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2014J_655668
F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2014J_655828
F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2014J_656067
F,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Fail,BBB_2014J_656181
M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_656187
M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_656190
F,Ireland,Lower Than A Level,70-80%,35-55,0,120,N,Pass,BBB_2014J_656194
F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J_656196
M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,BBB_2014J_656197
M,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014J_656200
F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_656206
F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J_656208
F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_656217
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Fail,BBB_2014J_656222
F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Pass,BBB_2014J_656227
F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J_656253
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014J_656276
F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2014J_656352
F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014J_656373
F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_656386
M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,BBB_2014J_656455
M,Ireland,HE Qualification,80-90%,35-55,0,60,N,Fail,BBB_2014J_656475
F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_656481
F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_656494
F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_656522
M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_656540
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_656557
F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,BBB_2014J_656566
F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_656681
F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB_2014J_656698
F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_656711
F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014J_656755
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,BBB_2014J_656784
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014J_656873
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2014J_656915
M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2014J_656990
F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014J_657032
F,South Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Fail,BBB_2014J_657099
F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_657290
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_657293
F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB_2014J_674214
F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,BBB_2014J_674276
F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_674290
M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,BBB_2014J_674322
F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_674349
F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_674495
F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,BBB_2014J_674576
F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2014J_674605
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,BBB_2014J_674616
F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_674777
F,South West Region,HE Qualification,40-50%,0-35,0,120,N,Pass,BBB_2014J_674784
F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2014J_674922
F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2014J_674960
F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Pass,BBB_2014J_675042
F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_675059
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,BBB_2014J_675085
F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_675159
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_675223
F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_675231
F,Scotland,Lower Than A Level,0-10%,35-55,0,120,N,Pass,BBB_2014J_675526
F,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_675576
F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2014J_675728
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,BBB_2014J_675807
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_675929
F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,BBB_2014J_676011
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_676151
F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_676169
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,BBB_2014J_676176
F,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Pass,BBB_2014J_676322
F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2014J_676350
F,South East Region,HE Qualification,40-50%,35-55,0,120,N,Pass,BBB_2014J_676401
F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2014J_676428
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,BBB_2014J_676604
F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,BBB_2014J_676633
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_676705
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_676750
F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,BBB_2014J_676898
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014J_676948
M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_676962
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_676969
F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB_2014J_677004
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_677154
F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,BBB_2014J_677201
M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,BBB_2014J_677203
F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,BBB_2014J_677462
F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,BBB_2014J_677498
F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB_2014J_677630
F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_677846
F,South Region,A Level or Equivalent,,0-35,0,60,N,Pass,BBB_2014J_677873
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,BBB_2014J_677879
F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_677892
F,London Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,BBB_2014J_677922
F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_677997
F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_678025
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_678038
F,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,BBB_2014J_678080
F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2014J_678085
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_678105
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_678110
F,London Region,Lower Than A Level,10-20,35-55,0,60,Y,Fail,BBB_2014J_678144
F,London Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,BBB_2014J_678244
F,Scotland,HE Qualification,20-30%,35-55,0,180,N,Pass,BBB_2014J_678246
F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Fail,BBB_2014J_678283
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,BBB_2014J_678314
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014J_678335
F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,BBB_2014J_678373
F,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Fail,BBB_2014J_678444
F,Wales,Lower Than A Level,0-10%,35-55,0,90,Y,Fail,BBB_2014J_678623
F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J_678661
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,BBB_2014J_678680
F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014J_678688
F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_678770
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014J_678815
F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_678906
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,BBB_2014J_678955
F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014J_678995
F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,BBB_2014J_679059
M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_679174
M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_679218
F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_679232
F,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_679439
F,Ireland,Lower Than A Level,80-90%,35-55,0,60,N,Fail,BBB_2014J_679457
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_679559
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_679716
M,London Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,BBB_2014J_679798
F,Wales,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,BBB_2014J_679828
F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2014J_679918
F,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_679967
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_679971
F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_680009
F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_680146
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_680162
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2014J_680174
F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_680219
M,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass,BBB_2014J_680290
F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,BBB_2014J_680453
F,Scotland,HE Qualification,50-60%,0-35,0,120,Y,Fail,BBB_2014J_680471
F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,BBB_2014J_680530
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,BBB_2014J_680541
F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2014J_680545
F,North Western Region,HE Qualification,10-20,0-35,0,60,N,Fail,BBB_2014J_680559
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_680723
F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_680787
F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014J_680798
F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,BBB_2014J_680862
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_680918
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_680926
F,South East Region,HE Qualification,80-90%,35-55,0,120,N,Pass,BBB_2014J_680970
F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J_681150
F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB_2014J_681222
F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014J_681289
F,South West Region,HE Qualification,20-30%,35-55,0,120,N,Fail,BBB_2014J_681384
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_681566
F,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2014J_681581
F,London Region,HE Qualification,20-30%,0-35,0,120,Y,Fail,BBB_2014J_681710
F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_681716
F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,BBB_2014J_681752
F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_681798
M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_681984
F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J_682051
F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_682056
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_682058
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_682107
